Product_Key,Product_Name,Category,Sub_Category,Brand,Unit_Price,Unit_Cost,Warranty_Months,Launch_Year,Product_Status
PRD-000787,Samsung Business Planner,Office Supplies,Notebook,Samsung,1128.88,834.72,32,2024,Active
PRD-000788,Cisco Dell Latitude 7440,Electronics,Laptop,Cisco,166.17,89.36,31,2021,Active
PRD-000789,Ubiquiti Logitech Zone,Accessories,Headset,Ubiquiti,360.83,223.44,34,2022,Active
PRD-000790,Dell HP Business Keyboard,Accessories,Keyboard,Dell,119.15,69.74,33,2024,Active
PRD-000791,Herman Miller Photo Paper,Office Supplies,Paper,Herman Miller,1605.24,842.87,19,2022,Active
PRD-000792,Sony Spiral Notebook,Office Supplies,Notebook,Sony,611.89,390.6,16,2020,Active
PRD-000793,Sony TP-Link Easy Smart,Networking,Switch,Sony,348.73,167.43,15,2024,Active
PRD-000794,Cisco Samsung ViewFinity,Electronics,Monitor,Cisco,1016.59,482.89,22,2025,Active
PRD-000795,Ubiquiti Photo Paper,Office Supplies,Paper,Ubiquiti,2081.29,1520.45,15,2023,Active
PRD-000796,Cisco Netgear Insight AP,Networking,Access Point,Cisco,1908.26,1002.62,35,2024,Active
PRD-000797,TP-Link ThinkPad X1 Carbon,Electronics,Laptop,TP-Link,255.97,154.59,16,2021,Discontinued
PRD-000798,Cisco ASUS RT-AX,Networking,Router,Cisco,971.06,501.78,21,2024,Active
PRD-000799,HP Brother HL-L3270,Electronics,Printer,HP,1192.86,746.87,36,2022,Active
PRD-000800,Samsung HP Business Keyboard,Accessories,Keyboard,Samsung,1116.79,829.44,26,2022,Discontinued
PRD-000801,Sony Logitech Zone,Accessories,Headset,Sony,1286.93,689.83,35,2024,Active
PRD-000802,Epson Jabra Evolve2 65,Accessories,Headset,Epson,425.68,253.42,34,2021,Active
PRD-000803,Bose Sony WH-1000XM5,Accessories,Headset,Bose,1849.78,931.64,36,2022,Active
PRD-000804,Steelcase TP-Link Archer,Networking,Router,Steelcase,168.58,87.28,23,2025,Active
PRD-000805,Logitech A4 Copy Paper,Office Supplies,Paper,Logitech,1063.83,691.03,14,2023,Active
PRD-000806,Sony Acer Nitro XV,Electronics,Monitor,Sony,2242.04,1388.36,22,2024,Active
PRD-000807,Canon Microsoft Designer Keyboard,Accessories,Keyboard,Canon,460.92,245.67,32,2022,Active
PRD-000808,Steelcase D-Link Managed Switch,Networking,Switch,Steelcase,294.24,192.77,26,2021,Active
PRD-000809,Sony HP EliteBook 840,Electronics,Laptop,Sony,402.91,220.27,21,2021,Active
PRD-000810,Herman Miller Logitech Zone,Accessories,Headset,Herman Miller,1771.73,813.15,26,2025,Active
PRD-000811,Epson Logitech Zone,Accessories,Headset,Epson,26.89,16.97,28,2023,Discontinued
PRD-000812,Lenovo L-Shaped Workstation,Furniture,Desk,Lenovo,673.74,453.91,34,2022,Active
PRD-000813,Steelcase Vertex Office Chair,Furniture,Chair,Steelcase,1876.62,1045.44,20,2022,Discontinued
PRD-000814,TP-Link TP-Link Archer,Networking,Router,TP-Link,2040.09,1076.07,21,2022,Discontinued
PRD-000815,Herman Miller TP-Link Omada,Networking,Access Point,Herman Miller,678.14,432.89,21,2025,Active
PRD-000816,Herman Miller Mobile Pedestal,Furniture,Cabinet,Herman Miller,361.48,266.7,36,2023,Discontinued
PRD-000817,LG TP-Link Archer,Networking,Router,LG,956.8,631.99,30,2025,Active
PRD-000818,Steelcase Netgear Insight AP,Networking,Access Point,Steelcase,935.13,528.24,27,2020,Active
PRD-000819,Sony Business Planner,Office Supplies,Notebook,Sony,1526.21,867.68,20,2023,Active
PRD-000820,Netgear Premium Printer Paper,Office Supplies,Paper,Netgear,1479.78,740.18,34,2022,Active
PRD-000821,ASUS Bose QC Ultra,Accessories,Headset,ASUS,281.31,154.94,32,2025,Active
PRD-000822,Netgear HP LaserJet Pro,Electronics,Printer,Netgear,1689.66,965.37,34,2024,Active
PRD-000823,LG Executive Desk,Furniture,Desk,LG,1531.36,749.94,34,2023,Active
PRD-000824,Cisco Business Planner,Office Supplies,Notebook,Cisco,2101.08,1492.08,29,2025,Active
PRD-000825,Vertex Executive Desk,Furniture,Desk,Vertex,108.91,57.25,26,2023,Active
PRD-000826,Lenovo Photo Paper,Office Supplies,Paper,Lenovo,1327.15,710.85,25,2021,Active
PRD-000827,Lenovo Epson EcoTank,Electronics,Printer,Lenovo,954.15,468.13,14,2025,Active
PRD-000828,Steelcase Dell KB216,Accessories,Keyboard,Steelcase,1565.38,761.74,18,2024,Active
PRD-000829,Steelcase Recycled Paper,Office Supplies,Paper,Steelcase,2492.36,1457.32,31,2020,Active
PRD-000830,Epson L-Shaped Workstation,Furniture,Desk,Epson,1659.65,787.32,13,2020,Active
PRD-000831,LG Brother HL-L3270,Electronics,Printer,LG,2086.35,1401.76,25,2021,Discontinued
PRD-000832,TP-Link Premium Printer Paper,Office Supplies,Paper,TP-Link,1914.7,1426.57,28,2022,Active
PRD-000833,Brother Jabra Evolve2 65,Accessories,Headset,Brother,1977.36,1030.63,27,2021,Active
PRD-000834,Dell HP EliteBook 840,Electronics,Laptop,Dell,575.79,343.27,34,2020,Discontinued
PRD-000835,Logitech Mobile Pedestal,Furniture,Cabinet,Logitech,1715.56,1241.32,28,2020,Active
PRD-000836,Netgear Acer Nitro XV,Electronics,Monitor,Netgear,2266.81,1151.81,18,2022,Discontinued
PRD-000837,Cisco Sony WH-1000XM5,Accessories,Headset,Cisco,1031.42,633.08,26,2021,Active
PRD-000838,Samsung Spiral Notebook,Office Supplies,Notebook,Samsung,2319.51,1450.11,16,2020,Discontinued
PRD-000839,ASUS Samsung ViewFinity,Electronics,Monitor,ASUS,1500.65,853.26,14,2025,Discontinued
PRD-000840,Vertex L-Shaped Workstation,Furniture,Desk,Vertex,2457.04,1655.38,15,2020,Active
PRD-000841,Microsoft Brother HL-L3270,Electronics,Printer,Microsoft,572.48,408.75,27,2020,Active
PRD-000842,Epson HP EliteBook 840,Electronics,Laptop,Epson,460.66,216.33,12,2022,Active
PRD-000843,Steelcase Sony WH-1000XM5,Accessories,Headset,Steelcase,25.93,16.86,30,2024,Active
PRD-000844,Dell Poly Voyager,Accessories,Headset,Dell,1887.04,883.63,19,2023,Active
PRD-000845,Steelcase Premium Printer Paper,Office Supplies,Paper,Steelcase,1143.16,537.38,25,2025,Active
PRD-000846,Cisco Dell KB216,Accessories,Keyboard,Cisco,2225.34,1105.06,23,2021,Active
PRD-000847,LG Pilot G2,Office Supplies,Pen,LG,1703.53,811.25,18,2025,Active
PRD-000848,Steelcase Vertex Office Chair,Furniture,Chair,Steelcase,1680.56,855.33,18,2020,Discontinued
PRD-000849,Dell Premium Printer Paper,Office Supplies,Paper,Dell,1487.84,773.78,20,2020,Active
PRD-000850,Sony Herman Miller Aeron,Furniture,Chair,Sony,1500.55,920.13,28,2024,Active
PRD-000851,Logitech Archive Cabinet,Furniture,Cabinet,Logitech,2260.57,1275.18,36,2021,Active
PRD-000852,HP LG UltraFine 32,Electronics,Monitor,HP,1434.74,923.42,23,2025,Active
PRD-000853,Epson Dell UltraSharp 27,Electronics,Monitor,Epson,2389.78,1385.03,16,2023,Active
PRD-000854,Bose Adjustable Desk,Furniture,Desk,Bose,1927.2,1191.4,33,2020,Active
PRD-000855,ASUS Photo Paper,Office Supplies,Paper,ASUS,2294.54,1364.05,32,2022,Active
PRD-000856,ASUS Metal Storage Cabinet,Furniture,Cabinet,ASUS,1274.61,735.49,33,2022,Active
PRD-000857,Herman Miller Metal Storage Cabinet,Furniture,Cabinet,Herman Miller,2480.97,1817.66,14,2025,Active
PRD-000858,Netgear Aruba Instant On,Networking,Access Point,Netgear,789.34,367.94,12,2021,Active
PRD-000859,HP Uni-ball Eye,Office Supplies,Pen,HP,1832.62,1261.0,13,2020,Discontinued
PRD-000860,Sony Metal Storage Cabinet,Furniture,Cabinet,Sony,1079.0,534.33,19,2025,Active
PRD-000861,Canon Cisco Catalyst,Networking,Switch,Canon,1125.01,825.18,26,2021,Active
PRD-000862,LG Hardcover Journal,Office Supplies,Notebook,LG,363.26,194.85,36,2023,Active
PRD-000863,Sony Cisco Catalyst,Networking,Switch,Sony,494.5,298.57,35,2024,Active
PRD-000864,ASUS Uni-ball Eye,Office Supplies,Pen,ASUS,2417.66,1808.45,33,2021,Active
PRD-000865,Dell Jabra Evolve2 65,Accessories,Headset,Dell,380.88,252.06,15,2023,Active
PRD-000866,Dell Dell KB216,Accessories,Keyboard,Dell,2210.18,1209.16,18,2023,Active
PRD-000867,LG Epson EcoTank,Electronics,Printer,LG,2049.68,1429.96,30,2023,Discontinued
PRD-000868,Samsung Meeting Notebook,Office Supplies,Notebook,Samsung,814.03,576.93,15,2020,Active
PRD-000869,Sony Dell Latitude 7440,Electronics,Laptop,Sony,1496.23,741.14,31,2025,Active
PRD-000870,Microsoft Parker Jotter,Office Supplies,Pen,Microsoft,1643.72,1184.61,23,2025,Active
PRD-000871,Herman Miller Razer Pro Click,Accessories,Mouse,Herman Miller,2495.44,1819.82,31,2022,Active
PRD-000872,Logitech Dell Wireless Mouse,Accessories,Mouse,Logitech,314.35,203.79,19,2022,Active
PRD-000873,Microsoft HP EliteBook 840,Electronics,Laptop,Microsoft,881.96,457.58,35,2023,Active
PRD-000874,Sony Vertical File Cabinet,Furniture,Cabinet,Sony,1257.01,704.19,26,2023,Active
PRD-000875,Canon Xerox VersaLink,Electronics,Printer,Canon,2123.22,1559.56,13,2020,Active
PRD-000876,Bose Dell Latitude 7440,Electronics,Laptop,Bose,866.13,534.25,20,2022,Active
PRD-000877,Netgear Bose QC Ultra,Accessories,Headset,Netgear,1793.59,1238.16,23,2020,Active
PRD-000878,Herman Miller HP EliteBook 840,Electronics,Laptop,Herman Miller,1760.98,969.58,36,2024,Active
PRD-000879,LG Metal Storage Cabinet,Furniture,Cabinet,LG,2097.79,1384.44,13,2024,Discontinued
PRD-000880,Vertex Meeting Notebook,Office Supplies,Notebook,Vertex,1288.78,690.96,12,2024,Active
PRD-000881,Epson Dell UltraSharp 27,Electronics,Monitor,Epson,477.57,234.93,31,2024,Discontinued
PRD-000882,Bose Meeting Notebook,Office Supplies,Notebook,Bose,1674.83,1126.1,14,2025,Active
PRD-000883,Vertex Microsoft Designer Keyboard,Accessories,Keyboard,Vertex,2277.12,1293.18,34,2025,Active
PRD-000884,Canon Acer Nitro XV,Electronics,Monitor,Canon,2020.23,1249.29,32,2020,Active
PRD-000885,Dell Samsung ViewFinity,Electronics,Monitor,Dell,1342.41,845.79,32,2021,Active
PRD-000886,TP-Link Jabra Evolve2 65,Accessories,Headset,TP-Link,768.11,498.28,22,2024,Active
PRD-000887,LG A4 Copy Paper,Office Supplies,Paper,LG,1798.82,864.45,12,2023,Active
PRD-000888,Microsoft Steelcase Series 1,Furniture,Chair,Microsoft,770.05,355.77,17,2025,Active
PRD-000889,Steelcase HP EliteBook 840,Electronics,Laptop,Steelcase,1427.72,743.73,21,2025,Active
PRD-000890,Sony ASUS ExpertBook B5,Electronics,Laptop,Sony,170.32,107.45,33,2023,Active
PRD-000891,Steelcase Standing Desk Pro,Furniture,Desk,Steelcase,346.71,258.95,21,2024,Active
PRD-000892,LG Photo Paper,Office Supplies,Paper,LG,1876.95,1148.98,35,2020,Discontinued
PRD-000893,Herman Miller Jabra Evolve2 65,Accessories,Headset,Herman Miller,733.69,546.81,14,2020,Active
PRD-000894,HP HP Business Keyboard,Accessories,Keyboard,HP,34.02,17.64,35,2022,Active
PRD-000895,Sony Ubiquiti UniFi,Networking,Access Point,Sony,896.72,652.92,22,2020,Active
PRD-000896,HP Wooden File Cabinet,Furniture,Cabinet,HP,664.22,338.65,15,2025,Active
PRD-000897,Bose A4 Copy Paper,Office Supplies,Paper,Bose,2233.5,1633.1,34,2025,Active
PRD-000898,Ubiquiti Dell Wireless Mouse,Accessories,Mouse,Ubiquiti,593.82,277.61,33,2020,Active
PRD-000899,LG TP-Link Archer,Networking,Router,LG,642.77,461.58,15,2021,Discontinued
PRD-000900,Logitech Dell UltraSharp 27,Electronics,Monitor,Logitech,774.85,476.66,28,2023,Active
